registry_id,coop_name,incorporation_year,address,city,province,postal_code,non_profit_and_profit,type
3245765,SERVING SENIORS ALLIANCE COOPERATIVE LTD.,14-May-10,PO BOX 23184,Dartmouth,NS,B3A 4S7,N,SERVICES
1352479,SETTLEMENT WATER CO-OPERATIVE LIMITED,6-Apr-70,57 COCHRANE ROAD,ENFIELD,NS,B2T 1G9,P,SERVICES
1352482,SHEAN CO-OPERATIVE LIMITED,19-Dec-36,15856 CENTRAL AVE,INVERNESS,NS,B0E 1N0,P,RETAIL CONSUMER PRODUCTS
3104621,SHEAN INVESTMENT CO-OPERATIVE LIMITED,23-Aug-05,Box 927,Inverness,NS,B0E 1N0,P,INVESTMENT
3252348,SHELBURNE FARMERS AND ARTISANS CO-OP LTD.,25-Feb-11,PO Box 1553,Shelburne,NS,B0T 1W0,N,AGRICULTURE
1413392,SHIRETOWN HOUSING CO-OPERATIVE LIMITED,8-Jun-81,PO BOX 1544,PICTOU,NS,B0K 1H0,N,HOUSING
3229301,SMART CHRISTMAS TREE RESEARCH COOPERATIVE LTD.,20-Jun-08,P.O. BOX 8,TATAMAGOUCHE,NS,B0K 1V0,P,FOREST PRODUCTS
1923700,SOIL AND SEA CO-OP LIMITED,14-Feb-89,9483 HWY 221,CANNING,NS,B0P 1H0,P,WORKER LABOUR
3306569,SOIL MATES COOPERATIVE LIMITED,3-Apr-17,404 FARMINGTON RD,BARSS CORNER,NS,B0R 1A0,P,AGRICULTURE
3339985,SOUTH SHORE EMERGENCY PHYSICIANS CO-OPERATIVE LIMITED,26-Aug-20,90 GLEN ALLAN DRIVE,BRIDGEWATER,NS,B4V 3S6,P,WORKER LABOUR
3309375,SOUTH SHORE TOURISM COOPERATIVE LIMITED,11-Jul-17,527 HWY 10,COOKVILLE,NS,B4V 7P4,N,SERVICES
3310038,SPRUCE DRIVE CO-OPERATIVE LTD.,8-Aug-17,14 SPRUCE DRIVE,HEATHERTON,NS,B0H 1R0,N,SERVICES
3191173,SPRYVIEW HOUSING CO-OPERATIVE LIMITED,31-Oct-06,PO Box 824,Lower Sackville,NS,B4C 3V3,N,HOUSING
2245085,SSG SUPPORT SERVICES GROUP CO-OPERATIVE LTD.,15-Jun-93,82 TACOMA DR. SUITE 207,Dartmouth,NS,B2W 3E5,N,SERVICES
3216455,STRAIT AREA TRANSIT CO-OPERATIVE LTD.,10-Apr-07,606 REEVES STREET,PORT HAWKESBURY,NS,B9A 2R7,N,WORKER LABOUR
3097408,SUNRISE TRAIL COMMUNITY DEVELOPMENT CO-OPERATIVE LIMITED,12-Jan-05,6250 WILLOW ST.,HALIFAX,NS,B3L 1N9,N,INVESTMENT
3085934,SUNSET FUNERAL CO-OPERATIVE LIMITED,5-Jan-04,Box 65,Margaree Valley,NS,B0E 2C0,P,WORKER LABOUR
3014473,SYDNEY MINES INVESTMENT CO-OPERATIVE LIMITED,11-Dec-97,PO Box 99,Sydney Mines,NS,B1V 2Y4,P,INVESTMENT
3110411,SYDPORT INVESTMENT CO-OPERATIVE LTD.,28-Sep-05,PO Box 1201,Sydney,NS,B1P 6J9,P,INVESTMENT
3217645,TATAMAGOUCHE COMMUNITY LAND CO-OPERATIVE LTD.,12-Apr-07,"11 Alex Cox Road, RR #1",Tatamagouche,NS,B0K 1V0,N,SERVICES
3085260,TATAMAGOUCHE FARMERS' MARKET CO-OP LTD.,23-Dec-03,PO Box 59,Tatamagouche,NS,B0K 1V0,N,AGRICULTURE
3007845,TEAM WORK COOPERATIVE LIMITED,18-Apr-97,"501-7051 Bayers Rd
Suite M278",HALIFAX,NS,B3L 2C1,N,WORKER LABOUR
1442474,THE APARTMENT HOUSING CO-OPERATIVE LIMITED,29-Oct-81,#8-10 Cherry Lane,Halifax,NS,B3P 1Y8,N,HOUSING
3332853,THE ARTIST'S CIRCLE OF ANNAPOLIS VALLEY CO-OPERATIVE LTD.,22-Nov-19,80 OWL DRIVE,AYLESFORD,NS,B0P 1C0,N,CRAFT PRODUCTS
1855894,THE BIRCHES HOUSING CO-OPERATIVE LIMITED,31-Mar-88,BOX 387,DIGBY,NS,B0V 1A0,N,HOUSING
1351216,THE BLACK DUCK ARTS CO-OPERATIVE LIMITED,27-Jun-73,Box 1454,Lunenburg,NS,B0J 2C0,P,CRAFT PRODUCTS
3267060,THE BUS STOP THEATRE COOPERATIVE LTD.,18-Oct-12,2203 Gottingen Street,Halifax,NS,B3K 3B5,N,SERVICES
3273128,THE COMMUNITY CARROT CO-OPERATIVE LIMITED,14-Jun-13,PO Box 730,Halifax,NS,B3J 2V1,P,RETAIL CONSUMER PRODUCTS
1474926,THE CROSS-ROADS NON PROFIT HOUSING CO-OPERATIVE LIMITED,2-May-83,1 UNITY COURT,MIDDLE SACKVILLE,NS,B4E 2R9,N,HOUSING
3235926,THE DANDELION COMMUNITY INVESTMENT COOPERATIVE LIMITED,6-Apr-09,209 Main Street,Wolfville,NS,B4P 1C3,P,INVESTMENT
3256956,THE DEANERY PROJECT CO-OPERATIVE LTD.,1-Sep-11,751 WEST SHIP HARBOUR ROAD,LOWER SHIP HARBOUR,NS,B0J 2L0,N,SERVICES
1818360,THE GREENHOUSE CO-OPERATIVE LIMITED,8-Feb-88,9651 Grenville Street,St Peters,NS,B0E 3B0,P,WORKER LABOUR
3255104,THE LOADED LADLE HALIFAX CO-OPERATIVE LTD.,7-Jun-11,B24-6136 UNIVERSITY AVENUE,HALIFAX,NS,B3K 3R9,N,SERVICES
1351983,THE LOUISDALE COOPERATIVE SOCIETY LIMITED,1-Feb-37,Box 574 Main Street,Louisdale,NS,B0E 1V0,P,RETAIL CONSUMER PRODUCTS
3245670,THE OLD SCHOOL COMMUNITY GATHERING PLACE CO-OPERATIVE LIMITED,14-May-10,"P.O. Box 185, 7962 HWY 7",MUSQUODOBOIT HARBOUR,NS,B0J 2L0,N,SERVICES
1416717,THE REGIONAL HOUSING CO-OPERATIVE LIMITED,6-Aug-81,BOX 3483,DARTMOUTH,NS,B2W 5G3,N,HOUSING
3246417,THE SCOTCH VILLAGE COOPERATIVE FARM LTD.,18-Jun-10,852 HWY 236,SCOTCH VILLAGE,NS,B0N 2G0,P,AGRICULTURE
1494160,THE TRILLIUM HOUSING CO-OPERATIVE LIMITED,22-Jun-83,66A VALKYRIE CRESCENT,DARTMOUTH,NS,B2W 5B6,N,HOUSING
3256960,THE WINDING RIVER ART GALLERY CO-OPERATIVE LIMITED,1-Sep-11,PO Box 558,Stewiacke,NS,B0N 2J0,N,CRAFT PRODUCTS
3237614,THERMALWISE GREEN BUILDING CO-OPERATIVE LIMITED,18-Jun-09,8-40 THORNHILL DRIVE,DARTMOUTH,NS,B3B 1S1,P,WORKER LABOUR
3245666,TIDNISH BRIDGE ART GALLERY CO-OP LIMITED,14-May-10,3314 HWY 366,TIDNISH BRIDGE,NS,B4H 3X9,N,CRAFT PRODUCTS
3056188,TOTAL ESSENCE COACHING CO-OPERATIVE LIMITED,9-May-01,10 Roblea Drive,Dartmouth,NS,B2W 1Y7,P,WORKER LABOUR
2374414,TOWER HEIGHTS HOUSING CO-OPERATIVE LIMITED,16-Jun-94,77 STUART STREET,SYDNEY,NS,B1P 6Y8,N,HOUSING
3317324,TOWN FARM CO-OP LTD.,5-May-18,3587 PLUMMER AVENUE,NEW WATERFORD,NS,B1H 2A4,N,AGRICULTURE
2108357,TRUE NORTH HOUSING CO-OPERATIVE LIMITED,18-Mar-92,"PO BOX 152, DMPS",Dartmouth,NS,B2Y 3Y3,N,HOUSING
3215055,TRURO FARMERS' MARKET CO-OPERATIVE LIMITED,28-Mar-07,15 Young Street,Truro,NS,B2N 3W3,N,AGRICULTURE
1352659,UNITED FARMERS CO-OPERATIVE LIMITED,30-Nov-64,BOX 370,SYDNEY,NS,B1P 6H3,P,RETAIL CONSUMER PRODUCTS
1357778,UPPER STEWIACKE COOPERATIVE LIMITED,28-Feb-46,5477 HIGHWAY  #289,Upper Stewiacke,NS,B0N 2P0,P,RETAIL CONSUMER PRODUCTS
1354340,VICTORIA CO-OPERATIVE FISHERIES LIMITED,6-Jan-56,PO BOX 38,NEILS HARBOUR,NS,B0C 1N0,P,FISH PRODUCTS
3329083,VICTORIA COUNTY TRANSIT CO-OPERATIVE LTD.,11-Jul-19,606 REEVES STREET,PORT HAWKESBURY,NS,B9A 2R7,N,SERVICES
1352675,VICTORIA FARMERS CO-OPERATIVE LIMITED,22-Jul-36,BOX 69,BADDECK,NS,B0E 1B0,P,RETAIL CONSUMER PRODUCTS
3045160,VIEWPOINT GALLERY CO-OPERATIVE LIMITED,5-Jun-00,109-1475 BEDFORD HIGHWAY,BEDFORD,NS,B4A 3Z5,N,CRAFT PRODUCTS
1398155,VIHARA HOUSING CO-OPERATIVE LIMITED,19-Feb-82,2531 Elm Street,Halifax,NS,B3L 2Y5,N,HOUSING
2056189,VILLAGE GROCERY WORKERS' CO-OPERATIVE LIMITED,30-Oct-90,PO Box 39,St Peters,NS,B0E 3B0,P,WORKER LABOUR
1608901,WALLIS DRIVE HOUSING CO-OPERATIVE LTD.,8-Mar-85,Box 1908,Pictou,NS,B0K 1H0,N,HOUSING
1707582,WATER STREET STUDIO CO-OPERATIVE LIMITED,14-May-86,Box 1442,Pictou,NS,B0K 1H0,P,CRAFT PRODUCTS
3295869,WENTWORTH LEARNING CENTRE COOPERATIVE LTD.,3-Feb-16,13371 HWY 4,WENTWORTH,NS,B0M 1Z0,N,SERVICES
3255581,WEST GORE CEMETERY CO-OPERATIVE LTD.,30-Jun-11,2695 RTE 236,KENNETCOOK,NS,B0N 1P0,N,SERVICES
1588452,WEST HALIFAX HOUSING CO-OPERATIVE LIMITED,9-Jul-84,PO BOX 152 DMPS,DARTMOUTH,NS,B2Y 3Y3,N,HOUSING
3257242,WEST SIDE PERFORMING ARTS COOPERATIVE LIMITED,15-Sep-11,1254 HIGHWAY 252,SKYE GLEN,NS,B0E 3M0,N,WORKER LABOUR
3302527,WESTERN WOODLOT SERVICES COOPERATIVE LTD.,31-Oct-16,3594 SECOND DIVISION ROAD,CONCESSION,NS,B0W 1M0,N,FOREST PRODUCTS
1352744,WESTMOOR 57 CO-OPERATIVE LIMITED,28-Jul-76,6895 COOK AVENUE,HALIFAX,NS,B3L 2J9,N,HOUSING
1352760,WHYCOCOMAGH COOPERATIVE LIMITED,6-May-38,BOX 10,WHYCOCOMAGH,NS,B0E 3M0,P,RETAIL CONSUMER PRODUCTS
3223969,WHYCOCOMAGH INVESTMENT CO-OPERATIVE LIMITED,16-Nov-07,PO Box 23,Whycocomagh,NS,B0E 3M0,P,INVESTMENT
3094170,WILD BLUEBERRY HARVEST CO-OPERATIVE LIMITED,28-Sep-04,50 Little Yorke Road,Five Islands,NS,B0M 1K0,N,AGRICULTURE
3343530,WINTERGREEN HOUSING CO-OPERATIVE LIMITED,15-Dec-20,5803B CUNARD ST.,HALIFAX,NS,B3K 1C9,N,HOUSING
3103778,WOLFVILLE FARMERS MARKET CO-OPERATIVE LIMITED,13-Jul-05,24 Elm Avenue,Wolfville,NS,B4P 1Z9,N,AGRICULTURE
1352800,WOLFVILLE HABITAT COOPERATIVE LIMITED,30-Dec-75,"25 Post Road, Apt 105",WOLFVILLE,NS,B4P 2M8,N,HOUSING
1915636,WOODLAND ESTATES HOUSING CO-OPERATIVE LIMITED,23-Jan-89,PO Box 152 DMPS,DARTMOUTH,NS,B2Y 3Y3,N,HOUSING
3341012,YARMOUTH EMERGENCY PHYSICIANS CO-OPERATIVE LIMITED,21-Sep-20,60 VANCOUVER STREET,YARMOUTH,NS,B5A 2P5,P,WORKER LABOUR
3254486,YARMOUTH FARMERS' COMMUNITY MARKET CO-OPERATIVE LIMITED,24-May-11,PO BOX 211,YARMOUTH,NS,B5A 2Z6,N,AGRICULTURE
